"﻿""№ ГОЛОСА""",ИЗБИР. ОКРУГ,АДРЕС ГОЛОСА В БЛОКЧЕЙНЕ,БЛОК ГОЛОСА,ВРЕМЯ ЗАПИСИ БЛОКА ГОЛОСА,НОМЕР КАНДИДАТА,ИМЯ КАНДИДАТА
7210,30,0x12560DC174cC3D6A6Fe5aEE9b4df7bC9D6F3a396,#5166,14:48:12,3675433019,Русецкая
7211,30,0x13C0b48EaaCF6446F4B8c01329db7fE1E3e7ce74,#5166,14:48:12,3675433019,Русецкая
7212,10,0x3501852EEfBb981198c2dcfF87e3442677776C55,#5166,14:48:12,606684814,Картавцева
7213,1,0x19fAbfbc9e27ec932A175bbDbaAc0FDd79bbf547,#5166,14:48:12,4266376216,Титов
7214,30,0x33dB231B32f009De614899cD832f2dF3aF929586,#5166,14:48:12,3675433019,Русецкая
7215,1,0xD04F4Ce235432CA45e8F6532DaD38A500620256f,#5166,14:48:12,4266376216,Титов
7216,10,0xc783bfc7edddda4b28FbC30fD06F1E9f2BD8E4Dc,#5166,14:48:12,1351664840,Суворов
7217,30,0x5E374086655fc7f13EB3720c3d535B855EaD88E7,#5166,14:48:12,2381501672,Юнеман
7218,10,0x477FD3800E943B8A803c5C154a2Af6F3F25C90C2,#5166,14:48:12,606684814,Картавцева
7219,1,0x9dae9aB215C07306d9592FEc61b365870Ea2Ca0F,#5166,14:48:12,4266376216,Титов
7220,30,0x0Cf5255ff8742BfB46fDB7064b6C653263C2368a,#5166,14:48:12,2544658436,Жуковский
7221,1,0x1526728BB22492c32E85372d35c5Aa24C86282d3,#5177,14:49:02,4266376216,Титов
7222,30,0x8eBf6909F9EbEFFcFfcebC65c932b379897852C4,#5177,14:49:02,3675433019,Русецкая
7223,10,0x3ab96c29299167e453Aa126415b8fe09fc761D9F,#5177,14:49:02,606684814,Картавцева
7224,30,0x29dB307967275cD5E2Dd4e50348B7925DF9c5ea1,#5177,14:49:02,3675433019,Русецкая
7225,10,0x0cE272de6C24f873a2489577B1D70E13F163AdA6,#5177,14:49:02,2245307987,Дашков
7226,1,0xc5b0079dD52a1c959D5F783b70Ed8Dc6F2820D22,#5177,14:49:02,4266376216,Титов
7227,10,0xbA1D1Ea549171aDf91c3941c84933C175e3E6bCb,#5177,14:49:02,606684814,Картавцева
7228,30,0xd2f59f9AE9fa48F212A63E29737f4fe174c486b1,#5177,14:49:02,4191670586,Цыба
7229,1,0x40a332812d347856a35da97Cf8a4e374A3CDbb40,#5177,14:49:02,3595230402,Ульянченко
7230,1,0xBaC4CE77164AF9Cdec488De1E948c1Ca31bCb313,#5178,14:49:06,3595230402,Ульянченко
7231,10,0x11dcA35A33A70870903D0D4cC1b92Cb245BEa05C,#5178,14:49:06,4040463197,Дашкевич
7232,10,0xF3952dA9E0cd90F20c1eA223f7d51A445381161e,#5178,14:49:06,606684814,Картавцева
7233,10,0x1eF24C0506163a6F1b2708f4B9720599D844a9e8,#5178,14:49:06,606684814,Картавцева
7234,1,0x5116B0178DfF6b1e81c5680DAeD2b45748CC1081,#5178,14:49:06,160697653,Жагина
7235,1,0x729e3b66F0690Da684910eBAE4455D10CFA3A47c,#5193,14:50:18,4266376216,Титов
7236,30,0x719260c00FFbF16269F49c5B27b77a36bfBe6cF5,#5193,14:50:18,2544658436,Жуковский
7237,30,0x19C1C09f34f7D74Ff78f27c990f8d4d6d98212Ab,#5193,14:50:18,3675433019,Русецкая
7238,30,0x3a95df0923536ccB6DDc32e9973c515426B910e8,#5193,14:50:18,2563724978,Викулин
7239,10,0x47578EA9b78c6e3d8f5Ee508c0F053224770d676,#5193,14:50:18,1351664840,Суворов
7240,30,0xB3C5715e0F8A05b57F3d18220FfDc37eB9b09Ea7,#5193,14:50:18,3675433019,Русецкая
7241,1,0x2318b86D96e2F8b00c13058dF57f56A8208F64A1,#5193,14:50:18,160697653,Жагина
7242,30,0xCf8Ba1af4593B7D22f0C078876842788C7087c51,#5193,14:50:18,3675433019,Русецкая
7243,30,0x54254B48158f2302Bbc26a84a20B5d7Cde580cB7,#5193,14:50:18,2544658436,Жуковский
7244,10,0x4232EaFbd594DbaCe6F670d3838D984CA0C95262,#5193,14:50:18,606684814,Картавцева
7245,1,0xee26dfE0f9C81aF0Bc47a552e61d5BF035C43a84,#5193,14:50:18,4266376216,Титов
7246,30,0xC213626Da1fb25Ba6ee605d317ED592465b25E44,#5193,14:50:18,2381501672,Юнеман
7247,30,0x252C33880d594E586AB131E887F3e26a1Ed4e3dE,#5193,14:50:18,2563724978,Викулин
7248,30,0xDFF99a3CEF445310830e19C56fF878F2f65f1eC6,#5193,14:50:18,3675433019,Русецкая
7249,1,0x34F7915755b10Dce906ac7eb50C4697AB4828948,#5193,14:50:18,4266376216,Титов
7250,30,0x83D2f403Da2e4362d05EeDf0780734Acb9390495,#5193,14:50:18,2381501672,Юнеман
7251,10,0x9Cbd26252F9cB60Fd8afA9d460949C23a36a78eB,#5202,14:51:08,606684814,Картавцева
7252,10,0x195a094003E4167093d797A9903B4762Fe8f1312,#5202,14:51:08,606684814,Картавцева
7253,30,0x88eEa9b57AA76003F251E02D891f0caeaEdC75E7,#5202,14:51:08,2563724978,Викулин
7254,1,0x8742413ea8bFeC236e6A4BbfA9Eab7A27715328B,#5202,14:51:08,3595230402,Ульянченко
7255,1,0x0157C05F2354E1e13714882d72DC726c94D5e2e6,#5202,14:51:08,3595230402,Ульянченко
7256,30,0x312A1EBaea03A304AD50e679100bb88657A35350,#5202,14:51:08,2381501672,Юнеман
7257,1,0xCc623f92A2Cd2a8Fb0F4A60315BaF8D683b59dc1,#5202,14:51:08,160697653,Жагина
7258,30,0x8124015cCD1870a0683B74336d39A69660CFAeCf,#5202,14:51:08,2381501672,Юнеман
7259,10,0xAe0aa3C8f314b493737C1A6417aE0e465b9A5D3d,#5202,14:51:08,606684814,Картавцева
7260,1,0x531FA08781C66B5b680f336b9a7D6B2dFaeE9F6D,#5202,14:51:08,3595230402,Ульянченко
7261,1,0x620DC2e50D23525c2a0A9BC5B6301A96d7D70682,#5202,14:51:08,4266376216,Титов
7262,10,0x05652e497dD4d3714faCc128Aa8b6826CE6cfB76,#5202,14:51:08,339493321,Крюков
7263,1,0x97080BB980F1EEF40b26Efedcb1e2C936A514aE6,#5202,14:51:08,4266376216,Титов
7264,30,0xD0e6c264439C72295eCaded2A4d0c08Afe8Ff37f,#5202,14:51:08,2381501672,Юнеман
7265,10,0x43BcbCA60ab8E5587aa2bea783DdC827b9dabaBE,#5202,14:51:08,2245307987,Дашков
7266,1,0x0ff7c4EF9B8Ee476Cb618A35Ee03972fE3b1D061,#5202,14:51:08,3595230402,Ульянченко
7267,1,0xd34B3f4efbe585E78b78dB0c3B10Cf5370F2fB1d,#5202,14:51:08,3595230402,Ульянченко
7268,30,0xdF0aA96c1862723057Bf68f616D7f5Be2aAdE4a1,#5214,14:52:20,4191670586,Цыба
7269,30,0xFD47Ad5F6e804b0d5ceE3A9CB9Fe808BF3258b6F,#5214,14:52:20,2544658436,Жуковский
7270,10,0xd03c36De9dfE78e2246D1e1Dd1a46Dc9219D8E59,#5214,14:52:20,339493321,Крюков
7271,1,0xccB66D3B071f01960222907463a9de94Bf91F0ea,#5214,14:52:20,3304824488,Никитушкина
7272,10,0x00DDb128497111F3bb350fce5844bBa90da0F618,#5214,14:52:20,2245307987,Дашков
7273,1,0x7141969801119b9e826Ef08B4498e2dCb14F72C0,#5214,14:52:20,4266376216,Титов
7274,10,0xa7fB2c5EDed5D25a25790042675293eEDa2BA078,#5214,14:52:20,339493321,Крюков
7275,30,0x2e2D51ECE6D80F3079AF4ef874C9E843a61b784B,#5214,14:52:20,3675433019,Русецкая
7276,1,0x0a0048D271130b24D617C053e7eB8E742e247E99,#5214,14:52:20,160697653,Жагина
7277,1,0x6feC25929a959E863A5B60615FcCBdcE32e0BB8f,#5214,14:52:20,3595230402,Ульянченко
7278,30,0x5770E09895DF3EE8672AD74a131ee97E1cC5430B,#5214,14:52:20,2381501672,Юнеман
7279,30,0xd2a9627D0c068421546bc1BD09c49fBD136fF922,#5214,14:52:20,2381501672,Юнеман
7280,10,0xF55c5F0157d49B04F61505d03b6A9b4591cA64C8,#5214,14:52:20,606684814,Картавцева
7281,30,0x60981DC14a554d6Ec03335c28A9Ffa0bE7f8CcFf,#5214,14:52:20,1354976059,Галибин
7282,10,0x05403E632769C7585069d7A22CE373660f5B2AEC,#5214,14:52:20,606684814,Картавцева
7283,10,0xA8F4360d5D003dbD1e90c76365Fcce6578ceC60e,#5222,14:53:08,2245307987,Дашков
7284,1,0x882f2ed65EddF249fC0219704204BE9F0283CF7B,#5222,14:53:08,3595230402,Ульянченко
7285,10,0xFa005C05Ee4D1c0A246273F8D5134d371542E187,#5222,14:53:08,606684814,Картавцева
7286,10,0xcBbA8c2277d40097f56A40f3Eb61467EaF72b7E0,#5222,14:53:08,606684814,Картавцева
7287,10,0x3764Db7C2C5F470899ed7a7a52F5f405cB34A322,#5222,14:53:08,1351664840,Суворов
7288,30,0xE0741CAa0f9A4183c631f8A0A2b7cE3c2eeF2C57,#5222,14:53:08,3675433019,Русецкая
7289,10,0xeb79Fd98289f0952a7c56DB19779326897AEFa3d,#5222,14:53:08,2245307987,Дашков
7290,10,0xADe8529f87CB8FdB6c854E1F3546317D8A20AD65,#5222,14:53:08,4040463197,Дашкевич
7291,10,0x60D717893e0767c7B0DFA3A2e2fA4f56f4B3BeFd,#5222,14:53:08,2245307987,Дашков
7292,1,0xBB6dEbB8383CAE1F70a611F67f344B47EB39B96d,#5222,14:53:08,15638149,Милованов
7293,1,0xa06d8dfD9bD895e3d45F299C1098149565232494,#5222,14:53:08,4266376216,Титов
7294,30,0x2b59EB26c67D2C31Ad3d9D1394c4FFfDd972d954,#5222,14:53:08,2563724978,Викулин
7295,10,0x433F8a1d1c123a4B07E7F8645878291809270A5B,#5222,14:53:08,606684814,Картавцева
7296,30,0x5B43dfB60Ace57c39E954EC75f517264ad1AAc25,#5222,14:53:08,2544658436,Жуковский
7297,10,0x4d381EFD18DBC5e0F61f39eFf66570E8F08b2a79,#5222,14:53:08,606684814,Картавцева
7298,1,0xd75140a3df7e276c4f3d3eF8e56Fd84c6aD0E3b9,#5222,14:53:08,3595230402,Ульянченко
7299,10,0x71aDb597708E75567AE7B7Ed7691e581E07446cf,#5222,14:53:08,2245307987,Дашков
7300,10,0xdA69C50d4b15F1d374DaB1fBE067af377bc5d036,#5233,14:54:20,2245307987,Дашков
7301,10,0x2c6063924A65AAD1F45Cebed4c232097f29fec21,#5233,14:54:20,1351664840,Суворов
7302,10,0x27661f6316B8C0a0BD2E93877EB9112E7a8Eb6e0,#5233,14:54:20,4040463197,Дашкевич
7303,1,0x38fa44F627F6b95449C46A0019763681708b59e1,#5233,14:54:20,3595230402,Ульянченко
7304,1,0x790814058142c5345208BAC1721E91f9840C8372,#5233,14:54:20,4266376216,Титов
7305,10,0x60e42e4501961A0bDee446c80f98B18e0c8Ffc65,#5233,14:54:20,606684814,Картавцева
7306,10,0xba260AB981E4e9d7Dc3d9CA980171337A9aD75D0,#5233,14:54:20,606684814,Картавцева
7307,30,0xe6fd8165482A4934A6566B66281258dE637Dca0d,#5233,14:54:20,3675433019,Русецкая
7308,1,0xe545696C2Fb83BAA43A4C72915e37cF69aA62891,#5233,14:54:20,3595230402,Ульянченко
7309,10,0x01766D6DE3ef9be69d85c53c84983739b7cC72a4,#5233,14:54:20,606684814,Картавцева
7310,10,0xe232d046b634a1E795C27E297Bc0f625A011f007,#5233,14:54:20,1351664840,Суворов
7311,10,0x7f05c42e0d144d64b80233bd1A90362e20F35894,#5233,14:54:20,606684814,Картавцева
7312,10,0xdc8AE4835120Cc45756F90401858b7E8858816Dd,#5247,14:55:26,1351664840,Суворов
7313,1,0xBf14c1CD20F02A6590FaCb47d822cf8efa7a7FC3,#5247,14:55:26,4266376216,Титов
7314,10,0x6A554ecCbd26f49Eb521B079057A9c42573CfC73,#5247,14:55:26,606684814,Картавцева
7315,10,0xdE834AE4e9b1F23E76dF5d6a630949ad525ce99e,#5247,14:55:26,2245307987,Дашков
7316,30,0x062d6fdB15D27Db682E57b877b259c2B61554d2F,#5247,14:55:26,2563724978,Викулин
7317,30,0x4DFFE7358154127C1d50312303dfC5982BDa275F,#5247,14:55:26,3675433019,Русецкая
7318,30,0x4359D81152F224c0e2295f9AD979bC78736221f1,#5247,14:55:26,3675433019,Русецкая
7319,10,0xd15DFD6e31B16DDb79C5c68F0cfbB2e0A828bbe8,#5247,14:55:26,2245307987,Дашков
7320,10,0x3F40bE248da45468C7F7E2881187db9b64902abE,#5247,14:55:26,2245307987,Дашков
7321,10,0xC9ae6075c39397431F2c88aB95C753fe5B7e85BE,#5247,14:55:26,606684814,Картавцева
7322,1,0x81a0E0a64aEAc29d25Dd4abecb96272cac9F06C6,#5247,14:55:26,3304824488,Никитушкина
7323,30,0x87eCE66b3CA6901C7206d4344056a8b1Fb3096cF,#5247,14:55:26,3675433019,Русецкая
7324,1,0xEE1cbff5b55e1a8581b8D58808F930005bcF08f4,#5247,14:55:26,4266376216,Титов
7325,10,0xD802d3639b0472dC5cA12Ea092b51abbaa9b28Ea,#5247,14:55:26,606684814,Картавцева
7326,30,0xDEd4747fCf0F86deEE9DF86BAeFd86B6A137BB83,#5259,14:56:22,2544658436,Жуковский
7327,30,0x65b33bc9F7BE81870162b937037d6f4e7cFb8E9E,#5259,14:56:22,4191670586,Цыба
7328,10,0xE493f58f8488508734B9C889f2Bf0FbC6b18C8CD,#5259,14:56:22,606684814,Картавцева
7329,1,0x4BB79402D8cB63eD752d2c9Db6045d5dd72db255,#5259,14:56:22,4266376216,Титов
7330,1,0x48c4382ae15a57D0ec4477259d21B4661CC14172,#5259,14:56:22,4266376216,Титов
7331,10,0x916222951937aC065CC0d8487604e22Fb08b24C7,#5259,14:56:22,606684814,Картавцева
7332,10,0xca243508277597B10Fba837ee697F082BC8a90f7,#5259,14:56:22,2245307987,Дашков
7333,30,0x67164b3838a089E688fe4877fab681913848989d,#5259,14:56:22,3675433019,Русецкая
7334,30,0x50f94838650F07b76dD4E8B1FB47e9bBff2E1dD4,#5259,14:56:22,3675433019,Русецкая
7335,10,0x3A87Fad385b770e80983f0Ffa2265519afa53a5E,#5259,14:56:22,606684814,Картавцева
7336,30,0x24E0Ad9a40f5a3b7f73Ae925C8a5D5f3b0b59551,#5259,14:56:22,3675433019,Русецкая
7337,1,0x6002ce58627Fb66459968dfb241a45C6A6454D05,#5259,14:56:22,3304824488,Никитушкина
7338,10,0xdC07a51d2Ed90b46820B2509d6199be288ca2220,#5259,14:56:22,606684814,Картавцева
7339,1,0x4D165407008F112524Ac317182A95eE9288BDa5d,#5259,14:56:22,4266376216,Титов
7340,10,0x669030C0A814987737b4658F015822063672388f,#5259,14:56:22,1351664840,Суворов
7341,1,0x507cD0FeFD8c262E8Cc6a51108407099B2F1A219,#5259,14:56:22,3595230402,Ульянченко
7342,30,0xf825D1268eD0D64C5d39FC696e37a8ACbC53dbd4,#5259,14:56:22,3675433019,Русецкая
7343,1,0x36cb19Bde554125De366BA544D72eCaE3a779652,#5266,14:57:12,4266376216,Титов
7344,10,0xE7f795AeB8fF515d7a84b8B3418bdA02Cab36C6D,#5266,14:57:12,2245307987,Дашков
7345,1,0x9B6f24becF3c03293a1ee4bdeCB0Bec9A627C58c,#5266,14:57:12,4266376216,Титов
7346,1,0xE6D5D23F013d524C9f995Df048872985Fa0F3b8F,#5266,14:57:12,15638149,Милованов
7347,1,0xe28aBDcdfd2eD245A5B7F7967207DFbC0DE9b0F2,#5266,14:57:12,4266376216,Титов
7348,1,0x6EeBce99bA3A266492c6f9f8128fDc2De5322507,#5266,14:57:12,15638149,Милованов
7349,1,0x05811Fcc08F6Ee164128Ff2C5f403DDcc47D2E80,#5266,14:57:12,3304824488,Никитушкина
7350,1,0x6f379B1F2399244Db196Def1f2FFd307848Ab2C3,#5266,14:57:12,3595230402,Ульянченко
7351,10,0xba105a8D1051e88B89d87A2388C1906D00dA9F1c,#5266,14:57:12,606684814,Картавцева
7352,1,0x55f62141bDebc9c5d6219295B490a01A05096a65,#5266,14:57:12,3304824488,Никитушкина
7353,10,0xd1eed83728E36C5bE3d92ca7FC9d3fC752dAC88f,#5266,14:57:12,339493321,Крюков
7354,10,0xb10dBC71faDD13D010a19A330867c1A9A97941de,#5266,14:57:12,606684814,Картавцева
7355,10,0xb43043348BB955D5872DA4Ca4BE0cd5199138408,#5266,14:57:12,339493321,Крюков
7356,30,0xaB769f5518F64f28Cb984c3262ECAfa351D778c2,#5266,14:57:12,2381501672,Юнеман
7357,1,0xab955D7A0C6892cecF3F36Cd80ff78dceD6C6A83,#5266,14:57:12,4266376216,Титов
7358,1,0x40dBAD57f87c66e7489435A4Af049202FEb6A4CA,#5266,14:57:12,4266376216,Титов
7359,30,0x87E3cf26f0347866D2156e0A7B7198F5c6FAf13e,#5280,14:58:20,2563724978,Викулин
7360,10,0x0DB1A8Ad8323745C548f084b6996B9ae9D02f796,#5280,14:58:20,606684814,Картавцева
7361,10,0x9487227A1be062FA4dE8Ac0c490c2Ab4e40818D0,#5280,14:58:20,606684814,Картавцева
7362,10,0xCeD4E3f530Ba4E0Bb1a7A4c2C6F74d03b59D7487,#5280,14:58:20,2245307987,Дашков
7363,10,0x0E479BB0A2761E4c13143500E4a5239dc1DA96ad,#5280,14:58:20,1351664840,Суворов
7364,10,0xAB5996F66542E09e8a3a4A409D5A57C1a68F11A7,#5280,14:58:20,606684814,Картавцева
7365,30,0xf3e1ebAB35AC5835550991771c3489b1C2101305,#5280,14:58:20,3675433019,Русецкая
7366,10,0xC235BA0FfB9005903Dc1aB21a62dde2f6366380c,#5280,14:58:20,606684814,Картавцева
7367,1,0xfcB2A53A20106b631790ef31d6ad2C16240FdBD2,#5280,14:58:20,4266376216,Титов
7368,10,0x6ba15904274d15ef8C118D55D7B3ea3775a865e5,#5280,14:58:20,606684814,Картавцева
7369,10,0xc7bfC12772a6c39996C7453B8908652Ecd672AEC,#5280,14:58:20,2245307987,Дашков
7370,10,0x13Fe740502E03Bea116183A12F07EF2e068aFE77,#5280,14:58:20,1351664840,Суворов
7371,30,0x4778cC95Dc605D5aFA3d29C58c956225b7e6ddbB,#5291,14:59:16,3675433019,Русецкая
7372,1,0xc65bE4ced1Ab27cA23BF75a102A9f3d01DE11EA4,#5291,14:59:16,15638149,Милованов
7373,30,0x46e09F726612CF4fe0731171F8A15f79ec1fe8b0,#5291,14:59:16,3675433019,Русецкая
7374,30,0x1C9bB2206a4eECd10197Ef4f187e8Cfa335b4c1e,#5291,14:59:16,3675433019,Русецкая
7375,10,0x82ddAd7BB989c673c36Fb2806c91129eFfb8A068,#5291,14:59:16,606684814,Картавцева
7376,1,0xBD5E85f8cc9c41FA580FbaB7eF7bEa74a357b514,#5291,14:59:16,3595230402,Ульянченко
7377,30,0x9540c088e4ea45ae5c43f3332558C241671c808C,#5291,14:59:16,2381501672,Юнеман
7378,30,0x1f26B5Adf6e810278441f66D32e758f3Cd5857Af,#5291,14:59:16,2381501672,Юнеман
7379,1,0x70B4BD1f408D182f160c728D0F981DE36080b0f5,#5291,14:59:16,4266376216,Титов
7380,10,0x64d7393Fb62E6A31A64938443F790f7436b942e5,#5291,14:59:16,1351664840,Суворов
7381,10,0x0f6572900D48508FfE27C87c2c86D3fe5Da355Ed,#5291,14:59:16,606684814,Картавцева
7382,10,0x18584a24b68E2FA003Ca923fb15D06e9eF9aD487,#5291,14:59:16,606684814,Картавцева
7383,30,0xB0ff1D9D8736e744474278EB824600760fBe0855,#5291,14:59:16,3675433019,Русецкая
7384,1,0x34f7D05ed7540Da81844c7487F0c93a6C9e5b21F,#5305,15:00:26,4266376216,Титов
7385,1,0x299Aa7F785Ea105A2aaDC3070e849f20db5e9351,#5305,15:00:26,3595230402,Ульянченко
7386,30,0x09e70F70e7E75c0E85a81ef17F91A3847cAa87a4,#5305,15:00:26,3675433019,Русецкая
7387,1,0x91a4403b34675a8472e6594f0Ae15b8cCb7a0663,#5305,15:00:26,15638149,Милованов
7388,30,0xe2572515FD9057F5CEA46291923c1fCBa1e2Da4c,#5305,15:00:26,2563724978,Викулин
7389,1,0x604b47593bBF5FE819850C1fA692ddF5720af8cf,#5305,15:00:26,3595230402,Ульянченко
7390,1,0x12db50F70952676a282a93F5b50cfa08572DBEAd,#5305,15:00:26,15638149,Милованов
7391,10,0x999E08c6555598d0C9208bb6658Cc6a875A1c623,#5305,15:00:26,4040463197,Дашкевич
7392,1,0xa5cb9d5a77da3BA6D15399d314a2493254e69f9d,#5305,15:00:26,4266376216,Титов
7393,10,0x47B4C4cD02510D14E8Dd9DDA6fF0378Dd998fc6B,#5305,15:00:26,2245307987,Дашков
7394,10,0x97DE7052152541f9f1B247371c8335ce27B29962,#5305,15:00:26,606684814,Картавцева
7395,30,0xF1a08f12ADDc90dCdFa4f71787872D32D58b8cE4,#5314,15:01:20,3675433019,Русецкая
7396,1,0x9D560adCE6cfD26dD1E85bA1e7337F57D28870cC,#5314,15:01:20,3304824488,Никитушкина
7397,1,0xB289CFC8566Df1eD1278e4707b69Fe334d4A08F2,#5314,15:01:20,3595230402,Ульянченко
7398,10,0x1D4Fa8b7C7B7468A8D897D827c92a4860CFc5b52,#5314,15:01:20,606684814,Картавцева
7399,10,0x1e8A6906fCAC7BE9614701eA832039987fd4A806,#5314,15:01:20,606684814,Картавцева
7400,30,0xc80E57e080adf8AD350D6b704E941e968b6c9800,#5314,15:01:20,1354976059,Галибин
7401,1,0x343b774441C80d936660070E4f01564Df6Ee1f22,#5314,15:01:20,4266376216,Титов
7402,30,0x25E86e8162Da9B8E10c24965142D66E5Ea00840D,#5314,15:01:20,2381501672,Юнеман
7403,1,0x96685abbf4E06b262C052487457091e6F610f7cA,#5314,15:01:20,15638149,Милованов
7404,10,0x5DC8D03285e5151F46f39129d70aCb174434b78e,#5314,15:01:20,606684814,Картавцева
7405,30,0xB956f2Bc05F1907FC6030e7Ff41325984fEAb012,#5314,15:01:20,2381501672,Юнеман
7406,1,0x7105CBcF4d427a70Fe50800Ad0D12e7149c9237B,#5314,15:01:20,4266376216,Титов
7407,1,0xa41d7247891b8E820cBa0EfD9B856A229D6D1D47,#5323,15:02:26,15638149,Милованов
7408,30,0x84a7d93E5E387A4a7D72b9223B17691bF568087f,#5323,15:02:26,2544658436,Жуковский
7409,30,0xa339C374f3c87131E9CC62fd1c932eFc4E6D3De3,#5323,15:02:26,4191670586,Цыба
7410,10,0xE43e4d8516756aD6EBFEdC42fB1348fB8957C15a,#5323,15:02:26,606684814,Картавцева
7411,10,0xc8a7D3220597290F00012B7520ABF52B46F89343,#5323,15:02:26,4040463197,Дашкевич
7412,10,0xD67c31941a7786b771D95fF9e72E03f0fB44F154,#5323,15:02:26,606684814,Картавцева
7413,10,0x3D11C0ba94866A19898c96601e23A997e873B205,#5323,15:02:26,2245307987,Дашков
7414,30,0x22a12dAec13eC49F79ed51c302497917f2ca4990,#5323,15:02:26,4191670586,Цыба
7415,10,0x631b40cEC7C56574C73b9Eb460D1C6B3BA34339A,#5323,15:02:26,339493321,Крюков
7416,10,0x6A9975319df4F5660365F93E2323c0812a3E2202,#5323,15:02:26,606684814,Картавцева
7417,10,0xCFF77df347cB7877dD566B6CBAA5A4b4BF2636AC,#5323,15:02:26,606684814,Картавцева
7418,10,0xf8a74Ea3ECD1970a1146C197403C802D49D16B15,#5323,15:02:26,606684814,Картавцева
7419,30,0x4ef2b5A9CF6ca8D28c2F87D405C8A4b5044B8fCA,#5323,15:02:26,3675433019,Русецкая
7420,10,0x550d9d2E9e65D6140a40C74915Cd7f563ff722EC,#5323,15:02:26,339493321,Крюков
7421,30,0x381D31Dd9cD381704897E3ABC65FfFE8138ED227,#5323,15:02:26,2381501672,Юнеман
7422,1,0x2bfD6c9F355319D32552B0E556739950aCD681B3,#5323,15:02:26,4266376216,Титов
7423,1,0x045e8ffFd172b265Cf0ce4971E750eD3185552B7,#5323,15:02:26,4266376216,Титов
7424,1,0xE3b576537729babc8Cf2f9Ee590D9F1F6B184929,#5323,15:02:26,4266376216,Титов
7425,1,0x54f7Fb00D336Aab06e5D348FFbC32C66Bdc22Ef4,#5335,15:03:18,160697653,Жагина
7426,1,0xeE04ac01Ce9B578E230B26FFE49985eC0a22AE88,#5335,15:03:18,4266376216,Титов
7427,1,0x8085cA1Ca09fC00DfccC27c8900Ed0358df0F86E,#5335,15:03:18,3595230402,Ульянченко
7428,1,0x28ceBF6A8b2D0D53cA942e627286bcBe86c1aDdf,#5335,15:03:18,4266376216,Титов
7429,10,0x5a31d21C6CC5C2091B23B2ee6F9D7cECA790012f,#5335,15:03:18,1351664840,Суворов
7430,10,0x24a0e95bfa36C44055f53e6693F8d5D8d521ADd8,#5335,15:03:18,2245307987,Дашков
7431,30,0xB6D272f944Cc76BF07E78fDe87D6136F246cfeE4,#5335,15:03:18,3675433019,Русецкая
7432,30,0x23980C906D59985c498D012624ED4B8AE2A7f8bD,#5335,15:03:18,2381501672,Юнеман
7433,1,0x88d939CACA41d4C502819a6E1070Baf45bd3ae9F,#5335,15:03:18,4266376216,Титов
7434,30,0x00b835CDc7d055B87B677699cc9Df8912D931a8E,#5335,15:03:18,2381501672,Юнеман
7435,1,0x5f56aCFDbb33e520a3010e7d93D16f9Bf5a9F190,#5335,15:03:18,3595230402,Ульянченко
7436,30,0xAb4BD87D1d389e8ACFc5257De1636dc1A06c2dB3,#5335,15:03:18,2544658436,Жуковский
7437,1,0xA3e46641C8a99B28Ad5809d0904b38c35e4e02c3,#5335,15:03:18,3595230402,Ульянченко
7438,10,0x954CaB428411e8A329b0AEfB8217960dDD413437,#5335,15:03:18,606684814,Картавцева
7439,30,0x8fB06fa5281FEd7e71A801822B2dC107B4D6A746,#5335,15:03:18,1354976059,Галибин
7440,30,0x7CBdCEbCc20bFA96Efe7bd53ED46F1755F9c0C5d,#5335,15:03:18,2381501672,Юнеман
7441,1,0x4A211E05B7E1C8ea34914690583a350897E32F6A,#5335,15:03:18,3304824488,Никитушкина
7442,30,0xDcC9DcEd73fe3557d7DD462E89e3c935A811Bb54,#5335,15:03:18,3675433019,Русецкая
7443,30,0x9714087d37160E18ac52216a9870FbB2Ea8FfE43,#5346,15:04:28,3675433019,Русецкая
7444,10,0x009AF3D6aD62b755abF56186131142d7b1604E23,#5346,15:04:28,606684814,Картавцева
7445,30,0x5e54E2fcA009f3337ba1A7C1A058fF959D331096,#5346,15:04:28,2381501672,Юнеман
7446,1,0xa5a02b6dBaDF331Bb5Ac3087B24D45022F53A9e5,#5346,15:04:28,4266376216,Титов
7447,1,0xd621f4b9190b7082631a292D243573932619bb69,#5346,15:04:28,3595230402,Ульянченко
7448,10,0xc5E70518A561FE7Bf4dDa7689957B354337179e7,#5346,15:04:28,2245307987,Дашков
7449,1,0x60E76b0ddc1C77741AE342BB32Ce91c5Edcd9ccd,#5346,15:04:28,3595230402,Ульянченко
7450,10,0x62E0A30Dd4832384fb2F655D960032f31d1CeBED,#5346,15:04:28,606684814,Картавцева
7451,10,0x72550Afe6aF7Fe4409f4b64E47FA4d2F02fd1449,#5346,15:04:28,606684814,Картавцева
7452,10,0x3D2550d137f105419477BAA2485e90B68A535198,#5346,15:04:28,606684814,Картавцева
7453,10,0x3424B2dc8396ff3087E3c13FD27ED1A7086D607D,#5346,15:04:28,606684814,Картавцева
7454,30,0x7B2eC82b1ef946F752E22A60feADa9631B1f2E6B,#5346,15:04:28,3675433019,Русецкая
7455,10,0x38D7621b298370Cc91Af3A265142A1eE2386B1d0,#5346,15:04:28,339493321,Крюков
7456,30,0x456dC24AD694dbC9dC94DB8f551516c0F9aAbbF5,#5346,15:04:28,2544658436,Жуковский
