"﻿""№ ГОЛОСА""",ИЗБИР. ОКРУГ,АДРЕС ГОЛОСА В БЛОКЧЕЙНЕ,БЛОК ГОЛОСА,ВРЕМЯ ЗАПИСИ БЛОКА ГОЛОСА,НОМЕР КАНДИДАТА,ИМЯ КАНДИДАТА
0,10,0x2e02c0464A3820E889f9dC5b943F9482e99b585c,#668,08:02:58,606684814,Картавцева
1,1,0x49C1846fD3Ba137ea65D1Cac8F34EAbE019c6472,#668,08:02:58,3595230402,Ульянченко
2,10,0x5C65256e5DE2B43F502C6a59F644c19A53192501,#668,08:02:58,606684814,Картавцева
3,1,0x1bE9aC7E1b15A125f120ae8052c7D8290aB4720a,#668,08:02:58,4266376216,Титов
4,1,0x19F53A1d401c6f52BD6eD4d6eafC6C4Fe6De93f0,#668,08:02:58,4266376216,Титов
5,10,0xffaA08191f8aFE78F5ba634b46dC55636B4Ec15f,#668,08:02:58,606684814,Картавцева
6,1,0xB11F4852D9Ba5fF8496244e9E766C872789580B3,#668,08:02:58,3595230402,Ульянченко
7,30,0x02eD77729CdEb627A06AA9D780AEf2DA60850832,#668,08:02:58,3675433019,Русецкая
8,10,0x45EC671E2671f47bD4A48A04773Ef19815F56Be5,#668,08:02:58,606684814,Картавцева
9,10,0xf87DDd7fF6662D46c3424dd64BeCAFBFd2Bee213,#668,08:02:58,606684814,Картавцева
10,10,0xE0151593ADc7F480a4a08324BA671B70ecf44269,#668,08:02:58,4040463197,Дашкевич
11,30,0x81B8320229C6622ba709029Fa10a2D8daC39b9C2,#668,08:02:58,3675433019,Русецкая
12,30,0xDFA0bE254277256981A3342E162d92828e382079,#668,08:02:58,3675433019,Русецкая
13,1,0xc80bffa62A64276A6a134707184d03618BD8eB3c,#668,08:02:58,3595230402,Ульянченко
14,30,0x0b58717EB78B18fFBc8F7FEAfd02C84662e8f1e0,#668,08:02:58,3675433019,Русецкая
15,30,0xC2f9BA9e397C67743B32f082bc41DaAAA2C54EB1,#668,08:02:58,3675433019,Русецкая
16,10,0xB7fF57b8Eb32F1D5Dc01f6feC7fE823aaE510037,#668,08:02:58,1351664840,Суворов
17,30,0x86C87f7E7a2D13d82adFae840b6cF8d08Cb5C7E7,#668,08:02:58,2381501672,Юнеман
18,30,0x8D1484C60428bfEa917619E907E3a1Bce3Aa9E40,#668,08:02:58,2381501672,Юнеман
19,30,0xE239E6982bf9D46C324E48CF21742C8105D60689,#668,08:02:58,3675433019,Русецкая
20,30,0x71Ec37e6D6931EdDC293D01efDe365bdF40d30eD,#668,08:02:58,3675433019,Русецкая
21,10,0xE7F3467EAA2796cBf3eD59F92d5C6029199003eB,#668,08:02:58,1351664840,Суворов
22,1,0x10909e1F2999AC0D5935F75618F44efe5caa3174,#668,08:02:58,3595230402,Ульянченко
23,30,0x0c3cD4A3AF832B9844262437c7Da9B707B63145B,#668,08:02:58,2544658436,Жуковский
24,30,0x28089A846228028aa5b590911BB9B905bDE53E48,#706,08:05:08,2563724978,Викулин
25,10,0x89BB06bC4BF0cED6aab9c049D5277E1e91187A43,#706,08:05:08,339493321,Крюков
26,1,0x50A812dA0695C8ebCB3A448a6Eeb83A428ff8AbE,#706,08:05:08,4266376216,Титов
27,1,0xD4dAc80f9D4ebe7ffb6804D07Be53C8DAdbFA5ef,#706,08:05:08,4266376216,Титов
28,1,0xEb5B3F54c983283DABEd9b9bbcBAE72302624D58,#706,08:05:08,4266376216,Титов
29,30,0x12A59A024021e864dD7762b631794169F085EA8d,#706,08:05:08,3675433019,Русецкая
30,30,0x8f2Dc960a20fFfa0579690eBfEA416b805C5abb2,#706,08:05:08,3675433019,Русецкая
31,1,0xe6AeC2CA03AA3097e5A663529652126f3cA84C4D,#706,08:05:08,4266376216,Титов
32,30,0xf584c45003F7FC6fa89eFFf5444De0C4e18fdE7e,#706,08:05:08,3675433019,Русецкая
33,1,0xaaBb7B465F4Df4fFbdf711a90c6d9199dabDcBA7,#706,08:05:08,4266376216,Титов
34,30,0xDAF62F98FEfcA28049EfCda196174Adf00D9B9A4,#706,08:05:08,3675433019,Русецкая
35,10,0xe8739327949FF0A5d2057405cb32021e0d649Fc0,#706,08:05:08,339493321,Крюков
36,1,0x8812E7B9fC54EA6BbcD3261852633a46024D8a62,#706,08:05:08,4266376216,Титов
37,10,0xF62CE1937C1aCb9Ae570F8A93a45DfD555EDafbD,#706,08:05:08,606684814,Картавцева
38,30,0x690e86e67bDf0c6F53816d5ec3Dc86544267C70e,#706,08:05:08,3675433019,Русецкая
39,10,0x3AFF415c325A6781030c17A84F9400392e601e1d,#706,08:05:08,1351664840,Суворов
40,30,0xDD4434Eaa9A0A9A4ce0aF95E783690e600A17ce9,#706,08:05:08,2381501672,Юнеман
41,30,0xf77d5713e492cb7C3bd82E532A308B09d1b293F8,#706,08:05:08,2381501672,Юнеман
42,30,0x93cB80E9130A19cddBB2aE397a086345D71E4E9f,#706,08:05:08,3675433019,Русецкая
43,1,0xb55cecE6dc9A2B53EC564Ab5ba82aa13050e6514,#706,08:05:08,4266376216,Титов
44,10,0xd51C455e5c724070e6575E4c8cc18eA1CAb1b452,#706,08:05:08,606684814,Картавцева
45,10,0xB0Ab967893C5536d7dE4DE1e13EbBFc3043a3381,#706,08:05:08,606684814,Картавцева
46,1,0xEF1C59E8f8E89961f2Ad91E849F264Ae968138C4,#706,08:05:08,4266376216,Титов
47,1,0x251D8dDd63b188c3D4D5E8E2925bDB26EFEc7D52,#706,08:05:08,4266376216,Титов
48,1,0xcdaaeF030f969ae9Bd06198BBcda65DB8B9961D4,#706,08:05:08,4266376216,Титов
49,10,0x169e90e3B0e4E79a4BCb2cf73059FF483ae07aCC,#706,08:05:08,606684814,Картавцева
50,30,0xe076d8Cfe87EFde8fD8B89f7f267db491Fb0AB7a,#706,08:05:08,3675433019,Русецкая
51,10,0xf348fa2D9de6d134f09553c5F00e13a39021bae9,#706,08:05:08,606684814,Картавцева
52,10,0xBf9884940CcA374baCFd0A4c3792621B41d12972,#706,08:05:08,1351664840,Суворов
53,10,0xCB880ABFECc5Dc26c896691414A5067Ca761f88d,#706,08:05:08,2245307987,Дашков
54,1,0x0D81A323e0738Fc9D02AB83c240B2358d599de02,#706,08:05:08,4266376216,Титов
55,1,0x9D8840C54d57ebA14cE4a93EF1a6CdB165BEC173,#706,08:05:08,4266376216,Титов
56,1,0x90d3a0820a5b587fE7f27b610c93E29d5d672Fc6,#706,08:05:08,4266376216,Титов
57,10,0xb3b46ee425291d7f56741C7ec1ea2181f9529b56,#706,08:05:08,606684814,Картавцева
58,10,0x525c6d839bC578CE41f7092eE63cDEdB614be5C2,#706,08:05:08,2245307987,Дашков
59,10,0x2cd60A2de554497C337B701Bb2b37A54358F25C7,#706,08:05:08,606684814,Картавцева
60,10,0x19299a6e127E7830F121bd0ad36C59d857864F34,#706,08:05:08,606684814,Картавцева
61,1,0xdF1049cBFBff604033833a7343B1e5C9B0Da000a,#706,08:05:08,3595230402,Ульянченко
62,1,0xfB580d487F5b3083dEe12149A7F6Ae7F5FE89eEC,#706,08:05:08,4266376216,Титов
63,10,0x553f1C06A5150DdedA2B256511dcB2420A1f289E,#706,08:05:08,606684814,Картавцева
64,10,0x91B7A012E22Eb752F2a38c5960b27cBE25Bd5ee0,#706,08:05:08,606684814,Картавцева
65,30,0xb946766DB58cE55bc31D3a448495DAAc10Be24c6,#706,08:05:08,2544658436,Жуковский
66,1,0x4c5014ef8F6CBc0F40Ff0eb5D8c25F9aa2D18593,#706,08:05:08,4266376216,Титов
67,1,0xeA479a7161D2D3a0b9ffc37A038B76ABA6B55276,#706,08:05:08,4266376216,Титов
68,1,0xD02be3c902e96ee5dB5a5D4C0E36a43Cc8d10C3a,#706,08:05:08,3595230402,Ульянченко
69,1,0x0738084cb16d71624E6bc80d6c4697A295C76ecE,#706,08:05:08,4266376216,Титов
70,10,0xbb379fDD244420A3C58b4628A7BC8d99953839E8,#706,08:05:08,606684814,Картавцева
71,1,0x13d790B5A1C36F9608088DFEa3c4853eDCf1af5D,#706,08:05:08,4266376216,Титов
72,10,0x6681F89Ce47016aCF26aECf1a55caAbdFebB6439,#706,08:05:08,606684814,Картавцева
73,10,0x3486BDE223be4dd557ce9F3DDD3cF83Cb886b2F0,#706,08:05:08,1351664840,Суворов
74,10,0xe97A58FDd0Ba16aE7403eCef11E9882C87e7cE59,#706,08:05:08,606684814,Картавцева
75,1,0xC2bb23a597d3E5CBD20b4b7254F046D5Bd678bF9,#706,08:05:08,160697653,Жагина
76,10,0x2bDb23961595010F069137BeeD0F23944cb1157b,#706,08:05:08,606684814,Картавцева
77,1,0xE64C07175461AaE21b224f3bD9C685f3Fd53D9e6,#706,08:05:08,4266376216,Титов
78,30,0xCfE19eD60634B542f19a286C4D4bF2aDa7E214c7,#706,08:05:08,2381501672,Юнеман
79,1,0xfe024E8e5E15820B902Bed16E50C9808a4BD8F70,#706,08:05:08,4266376216,Титов
80,1,0x1D35263345DeC639640FB56bDA8d43cF27F784f3,#706,08:05:08,4266376216,Титов
81,1,0x047fdC63110b1170D7B93c216d8D3131672931b0,#706,08:05:08,4266376216,Титов
82,10,0xf4D9C32E60822335De533d517f03Ae5F1B122030,#706,08:05:08,339493321,Крюков
83,10,0x593aE42E0FF9ddA384f685455a8802715A2DC5D1,#706,08:05:08,606684814,Картавцева
84,30,0x478f104bDa3aF43C3b3440657cC513f9c93F3e34,#706,08:05:08,2544658436,Жуковский
85,1,0xf0fA1A1b7464530785cf585421e412Ff63a58B3f,#706,08:05:08,4266376216,Титов
86,1,0xC14D2Bfe3513FD5E4ac7D65aa25De342E3290598,#706,08:05:08,4266376216,Титов
87,1,0xef850bAb1a9D2Cc7262541E7778d048Aeb2eF46E,#706,08:05:08,4266376216,Титов
88,1,0x0815eB00cb2385FC687264ecE0E1414e5C607ed2,#706,08:05:08,3595230402,Ульянченко
89,10,0x9198705cdFF73b80e02f7Fc5873E974BF1AE044f,#706,08:05:08,606684814,Картавцева
90,10,0x74153A24DA91cC7a590718a51Eb3BE67Fc0A4a98,#706,08:05:08,606684814,Картавцева
91,30,0x6a19abA1064aA16dAf65Ed3972006412e3094816,#706,08:05:08,3675433019,Русецкая
92,10,0xaa061491e2dad30Fa404e61A63B0A275dDbA3C3e,#706,08:05:08,2245307987,Дашков
93,1,0x5a3Bdd2783eCAA8655D9d3C633a3dafbA1d10FAE,#706,08:05:08,15638149,Милованов
94,30,0x165F5aefACA067e53C64B58dcCb072B13d524515,#706,08:05:08,2381501672,Юнеман
95,1,0xB35d36F9dd34042Cbd5938250380acF19E15829D,#706,08:05:08,4266376216,Титов
96,1,0xa81879378dD58b100321d1c7307Cd9D8682C3265,#706,08:05:08,4266376216,Титов
97,1,0x424f8E8118838a02bDadc343460F1DC33453b858,#706,08:05:08,3595230402,Ульянченко
98,1,0x97C000717277702045434a25861cA5c51E475114,#743,08:07:18,4266376216,Титов
99,1,0xeaDCE9B7b827cA114475F1b5ACfc53dB3B14b3E1,#743,08:07:18,3595230402,Ульянченко
100,30,0xf7e243dFC6Fc37590A0Bbe6267f450f4e43C8aFA,#743,08:07:18,3675433019,Русецкая
101,30,0xEB9979a0d2BFda1eA2Ab6ca61A17cF009476801D,#743,08:07:18,2381501672,Юнеман
102,10,0xdaFa7e41DB0c21F0e3c181cC011A646A795996D3,#743,08:07:18,606684814,Картавцева
103,1,0xf0Bf9C1A6a2E2E38B4F1D5224193338Ca285257e,#743,08:07:18,4266376216,Титов
104,10,0xE9B928430AC998D70ca87B9fA695311C80874e18,#743,08:07:18,606684814,Картавцева
105,1,0x8160e712E59eC9164136bBE807731aEd52c952F4,#743,08:07:18,4266376216,Титов
106,1,0x7B10C9e05D37c679D7D6C82386b4275Be2947833,#743,08:07:18,4266376216,Титов
107,10,0xf6C0dbF58Ad87bbbE7cA1286C6313C5927076B78,#743,08:07:18,2245307987,Дашков
108,1,0x2ACb7Aa6ecF33F13a9173959Ba6441a6C1b3AbC2,#743,08:07:18,3304824488,Никитушкина
109,1,0x9FEDe799d24f11b0a13dB6B18699c6DBF598F3a2,#743,08:07:18,4266376216,Титов
110,1,0xBeCB0d5a3c79279Dd57220AbfF4b7aE734eEb74E,#743,08:07:18,4266376216,Титов
111,1,0x84C0220aEc809466BA6f38821a00349635e3E880,#743,08:07:18,4266376216,Титов
112,10,0x5e305671765a748049b14C5ff77a54A09a4c1c3B,#743,08:07:18,606684814,Картавцева
113,30,0x76D7f6678F6bdC6290FE1eC3ef4fDDc02c26bB0D,#743,08:07:18,3675433019,Русецкая
114,10,0x3ff1d135e4D113df48FC0B398512b10bF2aC6e9F,#743,08:07:18,2245307987,Дашков
115,1,0xE1a8004417a0e51f54E984a6fA8285cf84F5EeBA,#743,08:07:18,4266376216,Титов
116,30,0x2001B6d57Cc87CD09F9072c5b01d179C29450766,#743,08:07:18,3675433019,Русецкая
117,10,0xF49FacA6eD87E95E0d5Eec3BAee99c611C141edC,#743,08:07:18,606684814,Картавцева
118,1,0xfbD7D42b6F9722D5c7aaec7d60207289f2ae175A,#743,08:07:18,3595230402,Ульянченко
119,10,0xC786B088594c0Fa1aCf7bdCE7BF81995e6Fe49FF,#743,08:07:18,2245307987,Дашков
120,30,0x609215DCa804A671A6Ca3489C3BB3478B2b0B180,#743,08:07:18,2381501672,Юнеман
121,1,0xcFf52F5c0DCF802F68DA629961ee9Ae4B258a68A,#743,08:07:18,15638149,Милованов
122,1,0xF067bf435428600AD6FcA858B919EDE15E63d673,#743,08:07:18,4266376216,Титов
123,1,0x3b42d3d649B7bc1F7dA59D4915dA55C4630Fa7A7,#743,08:07:18,4266376216,Титов
124,10,0x79C01ddc5c35fb47E6832B3D2c3B9d2882ce1637,#743,08:07:18,606684814,Картавцева
125,30,0xb85bD53dE3C03652D8ee1263364660842C55b8B2,#743,08:07:18,2381501672,Юнеман
126,10,0xd5526B9f2C81aa48e31F4bD5E953336549b3196A,#743,08:07:18,339493321,Крюков
127,30,0x4d51ea57727B25487c080ab584227786B4780b44,#743,08:07:18,2544658436,Жуковский
128,1,0xa086a915c3B08602E7A211960Ff84a1Fc4FC3fb8,#743,08:07:18,4266376216,Титов
129,1,0x7b0EddA94926e5944825e72563cB88ACD189743f,#743,08:07:18,4266376216,Титов
130,30,0x41815a6207aA82F81AbbFaB3283007ae1aa16477,#743,08:07:18,3675433019,Русецкая
131,10,0x6a76D089905F96f37ABAAD677Aa466DC8af9aA87,#743,08:07:18,606684814,Картавцева
132,30,0x6055bbDFa9ef31619B9905605606FD366BAd9722,#743,08:07:18,3675433019,Русецкая
133,10,0x317afC49C509462367940C03E0F923f3958428C5,#743,08:07:18,606684814,Картавцева
134,1,0x91daB5c88cEd15cf60ADd2406e470e845d9e3746,#743,08:07:18,3595230402,Ульянченко
135,10,0x6454346642D499A39CB8d58Db39DD55728FA98C3,#743,08:07:18,606684814,Картавцева
136,30,0x0922169EaB896ABf1ef5b9e2e9AE2F84dC52F58D,#743,08:07:18,3675433019,Русецкая
137,30,0x03cf6097455400d022F17074c83ac969F999eb08,#743,08:07:18,3675433019,Русецкая
138,1,0x0A408Cf71dC0b2E50771E127e623374531A19D40,#743,08:07:18,3304824488,Никитушкина
139,1,0xB6DAfF0109377203368cA3e374C023B9e30d374a,#743,08:07:18,4266376216,Титов
140,10,0xF9b40bf0c6C95d6276d3d5b16CEb80DB45B72def,#743,08:07:18,606684814,Картавцева
141,1,0x9BB052195304Fb8Db4ffA1889e3Bf38552125DE6,#743,08:07:18,3304824488,Никитушкина
142,10,0xf80903cAC8d981faf23A205435Cffd1Df5018A70,#743,08:07:18,606684814,Картавцева
143,1,0x0C21D19AaE42d0951C0825634356303b0e34eaBF,#743,08:07:18,4266376216,Титов
144,30,0x3aA78E27227cB05e090E561065a6b062b9de5Def,#743,08:07:18,3675433019,Русецкая
145,1,0x13f64dbD4E5624D5B975ABE126ff4024bD346c52,#743,08:07:18,4266376216,Титов
146,1,0xfF677237A138cF6cF7285781B2618b6E6dbe693f,#743,08:07:18,4266376216,Титов
147,1,0xC96cb0ed67C5F7B0958080Ed694a864085B8C781,#743,08:07:18,4266376216,Титов
148,1,0x4D98B6A0B5d0aB22C974fb45d1aaDf9e0B9281a7,#743,08:07:18,3595230402,Ульянченко
149,10,0xE7fBbC52FE6146Bf1caa577dcAA48358777Eea5c,#743,08:07:18,2245307987,Дашков
150,1,0x0797ed719034C3AEc1AB7a38395B12eee82bc5b4,#743,08:07:18,3595230402,Ульянченко
151,1,0x7064ee50A5342597a896fe12a4edFD621663db12,#743,08:07:18,4266376216,Титов
152,10,0x8540E8855DB9efF35AD0Df9460B42cEE8bc89017,#743,08:07:18,2245307987,Дашков
153,1,0x94AF0EdE2E0bd6042F1846a84C56F3e232280E73,#743,08:07:18,4266376216,Титов
154,1,0x5d6236f79e52d4034f218976Be8Faf20dDb6918A,#743,08:07:18,4266376216,Титов
155,1,0x943d92741679B92dBff65214D50e5E6E6d49De99,#743,08:07:18,3595230402,Ульянченко
156,30,0x18A29c96Bc27401faba0E36E2c03dCd5Cb19622a,#743,08:07:18,2544658436,Жуковский
157,10,0x5F2Efb055348b108a69e47655560D2eCa132aB2a,#743,08:07:18,606684814,Картавцева
158,10,0x4b195FF63283C032af4D95d91A8BF9709D500aB6,#743,08:07:18,606684814,Картавцева
159,30,0x96DB7FC4b0EE851c66E3493571268DD29c9AE62A,#743,08:07:18,3675433019,Русецкая
160,30,0xc4B1b24F4974ab1de7Ee1C520670FCd7ddFF154F,#743,08:07:18,2381501672,Юнеман
161,1,0xE9b7e31ad70f323b8667F4736e546a8eB898e045,#743,08:07:18,4266376216,Титов
162,1,0xbD0532914CEbEa9EA6f95992F70146e84C758d64,#743,08:07:18,4266376216,Титов
163,30,0x0f6FD08B7D10936c597ce994baa1d27d4776E65A,#743,08:07:18,1354976059,Галибин
164,10,0x620008D4ac6B394036Dd9Ae253D33DdF1638a99b,#743,08:07:18,606684814,Картавцева
165,1,0xDB89076Ff4c6659963cEca471e9dBF4B9fa27c72,#743,08:07:18,4266376216,Титов
166,1,0xe3D09d17c876677B4Ab93938D880B3c05B264D1D,#743,08:07:18,4266376216,Титов
167,10,0x2453F0108CA2FcB7981dfcD37509E95B0eBb4940,#743,08:07:18,4040463197,Дашкевич
168,30,0x9225d921Eb84b6Fc6E859Bdd044f3387016650bc,#743,08:07:18,1354976059,Галибин
169,30,0xD3A1B2e3F1e76Bd1Be41cc72c2A02cfB0E45bB08,#743,08:07:18,2544658436,Жуковский
170,1,0xA9443Bda77f24df7c6EC5581d6Df4ce32bDB595c,#743,08:07:18,3595230402,Ульянченко
171,1,0x7340E4e26e4255419ce2eA88b21fa8846889bb20,#743,08:07:18,4266376216,Титов
172,1,0x91281fbc4CAC5c1311cC6167350a11b0b47a0573,#743,08:07:18,3595230402,Ульянченко
173,1,0x945656b6E506B2C9Bf90cAc1CFEaFB83f620456A,#743,08:07:18,4266376216,Титов
174,1,0xf5F4d598E9B4f415a93c0ffE37d8a8255B4b6BB0,#743,08:07:18,4266376216,Титов
175,1,0x5cd0779a0FcAd20fdDe4532aDbc26aE4C3A29435,#743,08:07:18,4266376216,Титов
176,10,0x11766027b327c6Bcd77B843918da67d3553c22Fb,#743,08:07:18,2245307987,Дашков
177,10,0xBc4b8a253cFBe0DD17fc66ab1197Ffd4924D8E27,#743,08:07:18,2245307987,Дашков
178,1,0x9f921223a6eB995539807da0E065688f82739987,#743,08:07:18,3595230402,Ульянченко
179,1,0xe0731dFc868F67D81aeCB3DE8979532612ab8de4,#743,08:07:18,4266376216,Титов
180,10,0x208e2eC33D81241820b626989b54767723363eD7,#743,08:07:18,606684814,Картавцева
181,10,0x0574dacBFb713C49E226d7B6B5bCC147681374ea,#743,08:07:18,606684814,Картавцева
182,1,0xd80A62544536c06569731B77ec358453eA642858,#743,08:07:18,3595230402,Ульянченко
183,10,0x8955ef118c18A24D194136a0B0602aa59319093c,#743,08:07:18,339493321,Крюков
184,30,0x48F4Ae638f7cafB4aB31E3f844F329F84EC781ce,#743,08:07:18,3675433019,Русецкая
185,1,0xc2901fC17094fDfcaF4Cca919e751ceFDd09dAa0,#743,08:07:18,4266376216,Титов
186,1,0xB1ff8F778EAcee0f1BCe864BAE594b8CdCBC60fa,#743,08:07:18,3595230402,Ульянченко
187,30,0xD08A5E38199D7176065C05BE67FA1dBA03208E29,#743,08:07:18,3675433019,Русецкая
188,1,0xf616C9C43bBFdbd478a0fA4eeF1a60C43c6D9E91,#743,08:07:18,4266376216,Титов
189,10,0x7025Df6FD9bCB30FC8fd9C144caDf6a5A91a783b,#743,08:07:18,606684814,Картавцева
190,10,0x8309F11808E5E39ABD118885c62F88878F9e880E,#743,08:07:18,606684814,Картавцева
191,30,0xb5921DbdF3C0dc0d1ffB331D81c4d06dDE42b41F,#743,08:07:18,3675433019,Русецкая
192,10,0x996101260e0BB879B76AddF1423BAf9BEB8AE001,#783,08:09:22,606684814,Картавцева
193,1,0xdD2371cb872082c8B6cAD95f135e2da581c28CFa,#783,08:09:22,15638149,Милованов
194,1,0x8527Ec4F2E41cAFC8f6629977E139dc3A455a323,#783,08:09:22,4266376216,Титов
195,10,0x0357246b2330EefD240F629f6CA39200d5103227,#783,08:09:22,606684814,Картавцева
196,1,0x8Bc8EC90506D43D17b18f55eEC891746c104CA7D,#783,08:09:22,4266376216,Титов
197,1,0x2929eD5E66E775B8e98e6c4C7321180Ca73b5fFf,#783,08:09:22,3304824488,Никитушкина
198,10,0x4b8fC45df54C8584a6f43f36B151a8fdA3c8C0C9,#783,08:09:22,606684814,Картавцева
199,10,0x8277fd0cEC891BC3a29fdb88CC57F8376A9809f4,#783,08:09:22,1351664840,Суворов
200,10,0xB2a859F505E06aeAbba2A46e8D9B00fb5324Ac59,#783,08:09:22,2245307987,Дашков
201,10,0x39793c5Bc1E97F0799427e9EBefe44b807bbEA82,#783,08:09:22,606684814,Картавцева
202,1,0xA3ef32f5EbbbEc8500fBF58D41628236AD496aeE,#783,08:09:22,4266376216,Титов
203,10,0xD671F0A2Fe82c983eF4ACeC0A0f1679E0a7859b9,#783,08:09:22,606684814,Картавцева
204,1,0xDa986B994eFA1B757d23B5a9a0a99605C10e0ac2,#783,08:09:22,3595230402,Ульянченко
205,1,0x001634f05D9350d75f136CBCc6B29604F4c78341,#783,08:09:22,4266376216,Титов
206,1,0x91cBA14Bd5B0A79b99D27Dff398A846bce288F9d,#783,08:09:22,4266376216,Титов
207,10,0xB7257973b7A00da6f2cC2EBF01817427f77edcB8,#783,08:09:22,606684814,Картавцева
208,1,0x6d4C95850d36bF4D5BC823Ccbb5665Dc2B7b0264,#783,08:09:22,3595230402,Ульянченко
209,10,0x9b1a490B029A0DEC499a27FE230f4F6a14c59d7E,#783,08:09:22,4040463197,Дашкевич
210,10,0x2aCb231F4Cb864CA4d8aE79BFb78CbBe459CB02f,#783,08:09:22,606684814,Картавцева
211,10,0x6d648039E186fB15F0F73CD682b8AdB0a57F9A90,#783,08:09:22,2245307987,Дашков
212,30,0x27a47be2Edd1857Eb82E55884638c415C8f6D2b8,#783,08:09:22,3675433019,Русецкая
213,1,0x19894ffe9E24b922CC4738385c29Ef6454435374,#783,08:09:22,4266376216,Титов
214,10,0x2307b18487F3d20b436de7613441266A211ef35A,#783,08:09:22,606684814,Картавцева
215,1,0xE1b09BDf09ff16191F2c1F4e763a1a553f16CEe1,#783,08:09:22,15638149,Милованов
216,10,0xf68d580074314C8E39fb2d1978093094fD199841,#783,08:09:22,606684814,Картавцева
217,1,0x7E06c299dEbd2e69fFF75420F43a0E6A7cb1c8eB,#783,08:09:22,4266376216,Титов
218,30,0x156071823b22EEb85317eaf792b37967D9889bf1,#783,08:09:22,3675433019,Русецкая
219,30,0xc1Be56807E44189e63E2F592Ee46A986fa1b3fCC,#783,08:09:22,3675433019,Русецкая
220,30,0x1E3fe782af3f1958993Ee2b843E855369eB467dC,#783,08:09:22,3675433019,Русецкая
221,1,0x5096476a0e6F6E14D5a531084b4F5434dc2EBd0C,#783,08:09:22,4266376216,Титов
222,30,0x078a2B335a5aaBd57ABB6224690c56f596baC94f,#783,08:09:22,2544658436,Жуковский
223,1,0x270325f13a23cCD2735A2Fe2f41A0027c1591cFA,#783,08:09:22,4266376216,Титов
224,10,0x0E5671ff7a558279abAd1D383099c65d78B3c14E,#783,08:09:22,2245307987,Дашков
225,1,0x8F98474aEc45da2016Ccdc461daD63DB0Aa90949,#783,08:09:22,15638149,Милованов
226,1,0x41017139d03DE1bE8dA36098FD815dA3c35BBe5C,#783,08:09:22,4266376216,Титов
227,1,0xEaf61386a568e0C937C3259Ae2b0640aB19a779e,#783,08:09:22,4266376216,Титов
228,30,0x4ce75a949BF11903d4bfA241A89167085f8d42A4,#783,08:09:22,3675433019,Русецкая
229,10,0x92C99a7C44f1F889998783F5D82E5fD80C6E5cE9,#783,08:09:22,606684814,Картавцева
230,10,0x4E2DcDfE191E3cC41577903d087e9354E5c93F23,#783,08:09:22,606684814,Картавцева
231,30,0x2DDe03d3A0c11e1B53a79D11F638F11FA262fB4a,#783,08:09:22,3675433019,Русецкая
232,1,0x4545516A8EA45A5C598CDbA72bf112ae28a65967,#783,08:09:22,4266376216,Титов
233,1,0x5e5FF3dcbb83Ed5A542f8722551FCeA0CC132409,#783,08:09:22,4266376216,Титов
234,1,0x40A8c9bf88A940f7579f0914Ce599755849045CE,#783,08:09:22,3595230402,Ульянченко
235,30,0xDDa48e63b1f51d5964eDB937Bd0a0DdA7696c798,#783,08:09:22,3675433019,Русецкая
236,1,0xAed063209826D7e812b0Fec91251e618EeF0307E,#783,08:09:22,15638149,Милованов
237,1,0x6443040460911758C47B7bD453848025c2874368,#783,08:09:22,4266376216,Титов
238,1,0x4dC5876f2CE2975D6288F84668ca7FeCd3b6a75D,#783,08:09:22,4266376216,Титов
239,1,0x9060c66A41d37976836754E433d3080BC04235F9,#783,08:09:22,4266376216,Титов
240,1,0xCF0666E35058B1e5705Adb0F692be76412c88623,#783,08:09:22,3595230402,Ульянченко
241,1,0xdD981ea1a6a729fC9cdc81Ea6c3bd840bDE8619D,#783,08:09:22,4266376216,Титов
242,10,0x576136Db2942ceb9de9EEBf0c4480666F1BfBFf4,#783,08:09:22,4040463197,Дашкевич
243,30,0x26eb1D5E473C6b4e6fFC22473A04f440D6989FfC,#783,08:09:22,3675433019,Русецкая
244,1,0xB19DC1594D20Bf48b9a949DA06ea210D0D20F99e,#783,08:09:22,160697653,Жагина
245,1,0x55Bce1555B5cBC9a474709A0D098d01AD6430ceD,#783,08:09:22,4266376216,Титов
246,10,0x142C0438e9F687e511766C99dF36657FDaC595cf,#783,08:09:22,606684814,Картавцева
247,10,0x9F5249A4Cba2dC387bdAFAB9699f98158B9bE06F,#783,08:09:22,606684814,Картавцева
248,10,0x7b6f1fca072f1c3ce48bDF5Ac38517f5A91B1a18,#783,08:09:22,606684814,Картавцева
249,1,0x6E09D9C634461e16756139d7d8E4A7Ff2aef31Bd,#783,08:09:22,4266376216,Титов
250,10,0x8dc29CF8Bd05A29c908667562a19e759F6F5F7AE,#783,08:09:22,606684814,Картавцева
251,1,0xC4AB718E88A03C6360Ad026fe22e7750974Cd72D,#783,08:09:22,3304824488,Никитушкина
252,30,0x93548a2e8b6143d4e68F7f89c366179476C2F40f,#783,08:09:22,3675433019,Русецкая
253,1,0x060A03a2813059bA1Fe950734ae7182c86405522,#783,08:09:22,4266376216,Титов
254,30,0xE5073ecA91FC6a01A6176ac72573f3cC8DEC0bB1,#783,08:09:22,2563724978,Викулин
255,30,0xe55C77D0e5Ef92C0d3738956d89b84a6e1787632,#783,08:09:22,2544658436,Жуковский
256,1,0xd10d5efCD384eCFE679aEFf0f6A9E5C7cE621628,#783,08:09:22,160697653,Жагина
